DBpedia Link,Abstract
http://dbpedia.org/resource/Prince-Bishopric_of_Osnabrück,"The Prince-Bishopric of Osnabrück) (German: Hochstift Osnabrück; Fürstbistum Osnabrück, Bistum Osnabrück) was an ecclesiastical principality of the Holy Roman Empire from 1225 until 1803. It should not be confused with the Diocese of Osnabrück (German: Bistum Osnabrück), which was larger and over which the prince-bishop exercised only the spiritual authority of an ordinary bishop. It was named after its capital, Osnabrück. The still-extant Diocese of Osnabrück, erected in 772, is the oldest see founded by Charlemagne, in order to Christianize the conquered stem-duchy of Saxony. The episcopal and capitular temporal possessions of the see, originally quite limited, grew in time, and its prince-bishops exercised an extensive civil jurisdiction within the territory covered by their rights of Imperial immunity. The Prince-Bishopric continued to grow in size, making its status during the Reformation a highly contentious issue. The Peace of Westphalia left the city bi-confessional and had the Prince-Bishops alternate between Catholic and Protestant. The bishopric was dissolved in the German Mediatisation of 1803, when it was incorporated into the neighboring Electorate of Hanover. The see, the chapter, the convents and the Catholic charitable institutions were secularized. The territory of the see passed to Prussia in 1806, to the Kingdom of Westphalia in 1807, to Napoleonic France in 1810, and back to Hanover in 1814. With the end of the prince-bishopric, the future of the diocese became unclear. , titular Bishop of Paros in Greece, was made vicar apostolic of Osnabrück, and as such cared for the spiritual interests of the Catholic population. The ordinary Latin (Roman) Catholic episcopacy was restored in 1824, but henceforth the bishops would no longer wield any temporal power."
http://dbpedia.org/resource/Prince-Bishopric_of_Paderborn,The Prince-Bishopric of Paderborn (German: Fürstbistum Paderborn; Hochstift Paderborn) was an ecclesiastical principality (Hochstift) of the Holy Roman Empire from 1281 to 1802.
http://dbpedia.org/resource/Prince-Bishopric_of_Ratzeburg,"The Prince-Bishopric of Ratzeburg (German: Fürstbistum Ratzeburg) was an ecclesiastical principality of the Holy Roman Empire that was located in what is today the states of Schleswig-Holstein (the district of Herzogtum Lauenburg) and Mecklenburg-Vorpommern (the district of Nordwestmecklenburg) in Germany. It was established in 1236 and disestablished following the Peace of Westphalia in 1648. The state capital was the city of Ratzeburg. The Diocese of Ratzeburg had originally been established as a diocese of the Catholic Church in the 11th century but had fallen into abeyance; as a result of the Wendish Crusade, the diocese was re-created in the middle of the 12th century. The territory of the prince-bishopric was managed by secular lords on behalf of the Bishop of Ratzeburg. As a Prince-Bishopric of the Empire, the territory of the state was not identical with that of the bishopric, but was located within its boundaries and made up about a quarter of the diocesan area. When the Prince-Bishopric was disestablished, a new entity was established — the Principality of Ratzeburg. The principality became an exclave of the Duchy of Mecklenburg-Strelitz."
http://dbpedia.org/resource/Prince-Bishopric_of_Regensburg,"The Prince-Bishopric of Regensburg (German: Fürstbistum Regensburg; Hochstift Regensburg) was a small ecclesiastical principality of the Holy Roman Empire located near the Free Imperial City of Regensburg in Bavaria. It was elevated to the Archbishopric of Regensburg in 1803 after the dissolution of the Archbishopric of Mainz. The Prince-Bishopric of Regensburg must not be confused with the Roman Catholic Diocese of Regensburg, which was considerably larger."
http://dbpedia.org/resource/Prince-Bishopric_of_Speyer,"The Prince-Bishopric of Speyer, formerly known as Spires in English, (German: Hochstift Speyer, Fürstbistum Speyer, Bistum Speyer) was an ecclesiastical principality in what are today the German states of Rhineland-Palatinate and Baden-Württemberg. It was secularized in 1803. The prince-bishop resided in Speyer, a Free Imperial City, until the 14th century when he moved his residence to Uddenheim (Philippsburg), then in 1723 to Bruchsal, in large part due to the tense relationship between successive prince-bishops and the civic authorities of the Free City, officially Protestant since the Reformation. The prince-provostry of Wissemburg in Alsace was ruled by the prince-bishop of Speyer in a personal union."
http://dbpedia.org/resource/Prince-Bishopric_of_Strasbourg,"The Prince-Bishopric of Strasburg (German: Fürstbistum Straßburg; Alsatian: Fìrschtbischofsìtz Strossburi(g)) was an ecclesiastical principality of the Holy Roman Empire from the 13th century until 1803. During the late 17th century, most of its territory was annexed by France; this consisted of the areas on the left bank of the Rhine, around the towns of Saverne, Molsheim, Benfeld, Dachstein, Dambach, Dossenheim-Kochersberg, Erstein, , Rhinau, and the Mundat (consisting of Rouffach, Soultz, and Eguisheim). The annexations were recognized by the Holy Roman Empire in the Treaty of Ryswick of 1697. Only the part of the state that was to the east of the Rhine remained; it consisted of areas around the towns of Oberkirch, Ettenheim, and Oppenau. This territory was secularized to Baden in 1803."
http://dbpedia.org/resource/Prince-Bishopric_of_Trent,"The Prince-Bishopric of Trent (Latin: Episcopatus ac Principatus Tridentinus; German: Hochstift Trient, Fürstbistum Trient, Bistum Trient) was an ecclesiastical principality roughly corresponding to the present-day Northern Italian autonomous province of Trentino. It was created in 1027 and existed until 1802, when it was secularised and absorbed into the County of Tyrol held by the House of Habsburg. Trent was a Hochstift, an Imperial State under the authority of a prince-bishop at Trento."
http://dbpedia.org/resource/Prince-Bishopric_of_Utrecht,"The Bishopric of Utrecht (Dutch: Sticht Utrecht) was an ecclesiastical principality of the Holy Roman Empire in the Low Countries, in the present-day Netherlands. From 1024 to 1528, as one of the prince-bishoprics of the Holy Roman Empire, it was ruled by the bishops of Utrecht. The Prince-Bishopric of Utrecht must not be confused with the Diocese of Utrecht, which extended beyond the Prince-Bishopric and over which the bishop exercised spiritual authority. In 1528, Charles V, secularized the Prince-Bishopric, depriving the bishop of its secular authority."
http://dbpedia.org/resource/Prince-Bishopric_of_Warmia,"The Prince-Bishopric of Warmia (Polish: Biskupie Księstwo Warmińskie; German: Fürstbistum Ermland) was a semi-independent ecclesiastical state, ruled by the incumbent ordinary of the Warmia see and comprising one third of the then diocesan area. The Warmia see was a Prussian diocese under the jurisdiction of the Archbishopric of Riga that was a protectorate of the Monastic state of the Teutonic Knights (1243–1464) and a protectorate and part of the Kingdom of Poland—later part of the Polish–Lithuanian Commonwealth (1464–1772), confirmed by the Peace of Thorn in 1466. The other two thirds of the diocese were under the secular rule of the Teutonic Knights until 1525 and Ducal Prussia thereafter, both entities also being a protectorate and part of Poland from 1466. It was founded as the Bishopric of Ermland by William of Modena in 1243 in the territory of Prussia after it was conquered by the Teutonic Knights during the Northern Crusades. The diocesan cathedral chapter constituted in 1260. While in the 1280s the Teutonic Order succeeded to impose the simultaneous membership of all capitular canons in the Order in the other three Prussian bishoprics, Ermland's chapter maintained its independence. So Ermland's chapter was not subject to outside influence when electing its bishops. Thus the Golden Bull of Emperor Charles IV names the bishops as prince-bishops, a rank not awarded to the other three Prussian bishops (Culm (Chełmno), Pomesania, and Samland). In 1440, most of the nobility and towns of Warmia joined the anti-Teutonic Prussian Confederation, upon the request of which the region was incorporated into the Kingdom of Poland in 1454, and in 1464, during the following Thirteen Years' War, the Prince-Bishopric of Warmia sided with Poland and officially recognized the overlordship of the Polish King. By the Second Peace of Thorn (1466) the Teutonic Knights renounced any claims to the prince-bishopric and recognized it as part of the Kingdom of Poland. It since formed part of the newly constituted Polish province of Royal Prussia, and after 1569 along with the province joined the Polish–Lithuanian Commonwealth, within which it was part of the larger Greater Poland Province of the Polish Crown, and Warmia's autonomy gradually faded, however, it flourished as an important religious, scientific and cultural center in Poland, thanks to such figures as Nicolaus Copernicus, Stanislaus Hosius, Marcin Kromer and Ignacy Krasicki. After the First Partition of Poland in 1772, the Kingdom of Prussia annexed and secularised the prince-bishopric as a state. Its territory, Warmia, was incorporated into the newly formed Prussian province of East Prussia in 1773. Calvinist King Frederick II of Prussia confiscated the landed property of the Roman Catholic prince-bishopric and assigned it to the Kriegs- und Domänenkammer in Königsberg. In return he made up for the enormous debts of then Prince-Bishop Ignacy Krasicki. By the (18 September 1773), King Frederick II guaranteed the free exercise of religion for the Catholics, so the religious body of the Roman Catholic diocese continued to exist, known since 1992 as the Roman Catholic Archdiocese of Warmia."
http://dbpedia.org/resource/Prince-Bishopric_of_Worms,"The Prince-Bishopric of Worms, was an ecclesiastical principality of the Holy Roman Empire. Located on both banks of the Rhine around Worms just north of the union of that river with the Neckar, it was largely surrounded by the Electorate of the Palatinate. Worms had been the seat of a bishop from Roman times. From the High Middle Ages on, the prince-bishops' secular jurisdiction no longer included the city of Worms, which was an Imperial Free City (the Free Imperial City of Worms) and which became officially Protestant during the Reformation. The prince-bishops however retained jurisdiction over the Cathedral of Worms inside the city. In 1795 Worms itself, as well as the entire territory of the prince-bishopric on the left bank of the Rhine, was occupied and annexed by France. In the wake of the territorial reorganizations that came with the German mediatization of 1802, the remaining territory of the bishopric, along with that of nearly all the other ecclesiastical principalities, was secularized. In this case, it was annexed by Hesse-Darmstadt."
http://dbpedia.org/resource/Prince-Bishopric_of_Würzburg,"The Prince-Bishopric of Würzburg (German: Fürstbistum Würzburg; Hochstift Würzburg) was an ecclesiastical principality of the Holy Roman Empire located in Lower Franconia, west of the Prince-Bishopric of Bamberg. Würzburg had been a diocese since 743. As established by the Concordat of 1448, bishops in Germany were chosen by the canons of the cathedral chapter and their election was later confirmed by the pope. Following a common practice in Germany, the prince-bishops of Würzburg were frequently elected to other ecclesiastical principalities as well. The last few prince-bishops resided at the Würzburg Residence, which is one of the grandest Baroque palaces in Europe. As a consequence of the 1801 Treaty of Lunéville, Würzburg, along with the other ecclesiastical states of Germany, was secularized in 1803 and absorbed into the Electorate of Bavaria. In the same year Ferdinand III, former Grand Duke of Tuscany, was compensated with the Electorate of Salzburg. In the 1805 Peace of Pressburg, Ferdinand lost Salzburg to the Austrian Empire, but was compensated with the new Grand Duchy of Würzburg, Bavaria having relinquished the territory in return for the Tyrol. This new state lasted until 1814, when it was once again annexed by Bavaria. The Roman Catholic Diocese of Würzburg was reestablished in 1821 without temporal power."
http://dbpedia.org/resource/Prince_Edward_Island,"Prince Edward Island (PEI; French: Île-du-Prince-Édouard) is one of the thirteen provinces and territories of Canada. It is the smallest province in terms of land area and population, but the most densely populated. The island has several nicknames: ""Garden of the Gulf"", ""Birthplace of Confederation"" and ""Cradle of Confederation"". Its capital and largest city is Charlottetown. It is one of the three Maritime provinces and one of the four Atlantic provinces. Part of the traditional lands of the Miꞌkmaq, it was colonized by the French in 1604 as part of the colony of Acadia. The island was ceded to the British at the conclusion of the French and Indian War in 1763 and became part of the colony of Nova Scotia, and in 1769 the island became its own British colony. Prince Edward Island hosted the Charlottetown Conference in 1864 to discuss a union of the Maritime provinces; however, the conference became the first in a series of meetings which led to Canadian Confederation in 1867. Prince Edward Island initially balked at Confederation but, facing bankruptcy from the Land Question and construction of a railroad, joined as Canada's seventh province in 1873. According to Statistics Canada, the province of Prince Edward Island had 158,717 residents in 2019. The backbone of the island economy is farming; it produces 25% of Canada's potatoes. Other important industries include the fisheries, tourism, aerospace, bio-science, IT, and renewable energy. As Prince Edward Island is one of Canada's older settlements, its population still reflects some of the earliest settlers, with Canadien, Scottish, Irish, and English surnames being dominant. Prince Edward Island is located in the Gulf of St. Lawrence, about 200 kilometres (120 miles) north of Halifax and 600 kilometres (370 miles) east of Quebec City, and has a land area of 5,686.03 km2 (2,195.39 sq mi). The main island is 5,620 km2 (2,170 sq mi) in size. It is the 104th-largest island in the world, Canada's 23rd-largest island, and the only Canadian province consisting solely of an island."
http://dbpedia.org/resource/Princely_Abbey_of_Fulda,"The Abbey of Fulda (German Kloster Fulda, Latin Abbatia Fuldensis), from 1221 the Princely Abbey of Fulda (Fürstabtei Fulda) and from 1752 the Prince-Bishopric of Fulda (Fürstbistum Fulda), was a Benedictine abbey and ecclesiastical principality centered on Fulda, in the present-day German state of Hesse. The monastery was founded in 744 by Saint Sturm, a disciple of Saint Boniface. After Boniface was buried at Fulda, it became a prominent center of learning and culture in Germany, and a site of religious significance and pilgrimage through the 8th and 9th centuries. The Annals of Fulda, one of the most important sources for the history of the Carolingian Empire in the 9th century, were written there. In 1221 the abbey was granted an imperial estate to rule and the abbots were thereafter princes of the Holy Roman Empire. In 1356, Emperor Charles IV bestowed the title ""Archchancellor of the Empress"" (Erzkanzler der Kaiserin) on the prince-abbot. The growth in population around Fulda would result in its elevation to a prince-bishopric in the second half of the 18th century. Although the abbey was dissolved in 1802 and its principality was secularized in 1803, the diocese of Fulda continues to exist."
http://dbpedia.org/resource/Princely_Abbey_of_Kempten,The Princely Abbey of Kempten (German: Fürststift Kempten or Fürstabtei Kempten) was an ecclesiastical principality of the Holy Roman Empire for centuries until it was annexed to the Electorate of Bavaria in the course of the German mediatization in 1803.
http://dbpedia.org/resource/Princely_Abbey_of_Stavelot-Malmedy,"The Princely Abbey of Stavelot-Malmedy, also Principality of Stavelot-Malmedy, sometimes known with its German name Stablo, was an ecclesiastical principality of the Holy Roman Empire. Princely power was exercised by the Benedictine abbot of the imperial double monastery of Stavelot and Malmedy, founded in 651. Along with the Duchy of Bouillon and the Prince-Bishopric of Liège, it was one of only three principalities of the Southern Netherlands that were never part of the Spanish, later Austrian Netherlands, which after 1500 were assigned to the Burgundian Circle while the principalities were assigned to the Lower Rhenish Imperial Circle. As a prince-abbot, the abbot of Stavelot-Malmedy sat on the Ecclesiastical Bench of the College of Ruling Princes of the Imperial Diet alongside the prince-bishops. Along with the handful of other prince-abbots, he cast a full vote (votum virile), in contrast to the majority of imperial abbots who were only entitled to collectively determine the votes of their respective curial benches. In 1795, the principality was abolished and its territory was incorporated into the French département of Ourthe. The Congress of Vienna in 1815 assigned Stavelot to the United Kingdom of the Netherlands, and Malmedy became part of the Prussian district of Eupen-Malmedy. Both are currently parts of the Kingdom of Belgium—since the 1830 Belgian Revolution and the 1919 Treaty of Versailles, respectively."
http://dbpedia.org/resource/Principality_of_Achaea,"The Principality of Achaea (/əˈkiːə/) or Principality of Morea was one of the three vassal states of the Latin Empire, which replaced the Byzantine Empire after the capture of Constantinople during the Fourth Crusade. It became a vassal of the Kingdom of Thessalonica, along with the Duchy of Athens, until Thessalonica was captured by Theodore, the despot of Epirus, in 1224. After this, Achaea became for a while the dominant power in Greece."
http://dbpedia.org/resource/Principality_of_Aigues-Mortes,"The Principality of Aigues-Mortes (French: Principauté d'Aigues-Mortes) is a micronation that claims the city of Aigues-Mortes. It is not recognised by any country or government. Aigues-Mortes was founded in 2010 as a humorous parody of the Principality of Monaco, to gain media attention and boost tourism. The micronation is also registered in France as the organisation LOUPAM. Together with local merchants and the tourist office of Aigues-Mortes, it created the BPAM (Bourse princière d'Aigues-Mortes) to handle currency exchange with the local currency, the flamant. Aigues-Mortes was present at several international conferences on micronations, in Perugia (2015), Aigues-Mortes as organisor (2016), Atlanta (2017) and Vincennes (2018)."
http://dbpedia.org/resource/Principality_of_Albania,"The Principality of Albania (Albanian: Principata e Shqipërisë or Shteti Shqiptar) refers to the short-lived monarchy in Albania, headed by Wilhelm, Prince of Albania, that lasted from the Treaty of London of 1913 which ended the First Balkan War, through the invasions of Albania during World War I and the subsequent disputes over Albanian independence during the Paris Peace Conference of 1919, until 1925, when the monarchy was abolished and the Albanian Republic declared."
http://dbpedia.org/resource/Principality_of_Albania_(medieval),"The Principality of Albania (Albanian: Principata e Arbërisë) was an Albanian principality ruled by the Albanian dynasty of Thopia. One of the first notable rulers was Tanusio Thopia, who was Count of Mat since 1328. The principality changed hands between the Thopia dynasty and the Balsha dynasty, twice before 1392, when Durrës was annexed by the Republic of Venice."
http://dbpedia.org/resource/Principality_of_Anhalt-Zerbst,"Anhalt-Zerbst was a principality of the Holy Roman Empire ruled by the House of Ascania, with its residence at Zerbst in present-day Saxony-Anhalt. It emerged as a subdivision of the Principality of Anhalt from 1252 until 1396, when it was divided into the principalities of Anhalt-Dessau and Anhalt-Köthen. Recreated in 1544, Anhalt-Zerbst finally was partitioned between Anhalt-Dessau, Anhalt-Köthen, and Anhalt-Bernburg in 1796 upon the extinction of the line."
http://dbpedia.org/resource/Principality_of_Antioch,"The Principality of Antioch was one of the crusader states created during the First Crusade which included parts of modern-day Turkey and Syria. The principality was much smaller than the County of Edessa or the Kingdom of Jerusalem. It extended around the northeastern edge of the Mediterranean, bordering the County of Tripoli to the south, Edessa to the east, and the Byzantine Empire or the Kingdom of Armenia to the northwest, depending on the date. It had roughly 20,000 inhabitants in the 12th century, most of whom were Armenians and Greek Orthodox Christians, with a few Muslims outside the city itself. Most of the crusaders who settled there were of Norman origin, notably from the Norman Kingdom of southern Italy, as were the first rulers of the principality, who surrounded themselves with loyal subjects. Few of the inhabitants apart from the Crusaders were Roman Catholic even though the city was under the jurisdiction of the Latin Patriarchate of Antioch, established in 1100. This patriarchate would endure as a titular one after the Crusades, until it was dropped in 1964."
http://dbpedia.org/resource/Principality_of_Arbanon,"Arbanon (Albanian: Arbër or Arbëria, Greek: Ἄρβανον, Árvanon; Latin: Arbanum) was a principality ruled by the native Progoni family, and the first Albanian state to emerge in recorded history. The principality was established in 1190 by the native archon Progon in the region surrounding Kruja, to the east and northeast of Venetian territories. Progon was succeeded by his sons Gjin and then Demetrius (Dhimitër), who managed to retain a considerable degree of autonomy from the Byzantine Empire. In 1204, Arbanon attained full, though temporary, political independence, taking advantage of the weakening of Constantinople following its pillage during the Fourth Crusade. However, Arbanon lost its large autonomy ca. 1216, when the ruler of Epirus, Michael I Komnenos Doukas, started an invasion northward into Albania and Macedonia, taking Kruja and ending the independence of the principality. From this year, after the death of Demetrius, the last ruler of the Progon family, Arbanon was successively controlled by the Despotate of Epirus, then by the Bulgarian Empire and, from 1235, by the Empire of Nicaea. During this period, the area was ruled by the Greco-Albanian lord Gregorios Kamonas, the new spouse of Demetrius' former Serbian wife Komnena Nemanjić, and by Golem (Gulam), a local magnate who had married Kamonas' and Komnena's daughter. Arbanon was eventually annexed in the winter of 1256–57 by the Byzantine statesman George Akropolites. Golem subsequently disappeared from historical records. The main primary source for late Arbanon and its history is the work of 13th century Byzantine historian George Akropolites."
http://dbpedia.org/resource/Principality_of_Aschaffenburg,"The Principality of Aschaffenburg (German: Fürstentum Aschaffenburg) was a principality of the Holy Roman Empire created in 1803 and, following the dissolution of the Empire in 1806, of the Confederation of the Rhine, which existed from 1806 to 1810. Its capital was Aschaffenburg. With the secularization of the Archbishopric of Mainz in 1803, Karl Theodor Anton Maria von Dalberg was compensated by receiving the newly created principalities of Aschaffenburg and Regensburg and the County of Wetzlar. Along with the city of Aschaffenburg, the Principality of Aschaffenburg also consisted of Klingenberg, Lohr, Aufenau, Stadtprozelten, Orb, and Aura. The principality became part of the Confederation of the Rhine in 1806 after the dissolution of the Holy Roman Empire. In 1810 Napoleon granted Dalberg's Principality of Regensburg to the Kingdom of Bavaria and compensated him with Hanau and Fulda. Dalberg merged his remaining territories of Aschaffenburg, Frankfurt, Wetzlar, Hanau, and Fulda into the new Grand Duchy of Frankfurt, with the Principality of Aschaffenburg becoming a department of the new grand duchy. The city of Aschaffenburg remained the residence of Dalberg, however. The region was annexed by Bavaria in 1814."
http://dbpedia.org/resource/Principality_of_Beloozero,"Principality of Beloozero or Beloozero Duchy (Russian: Белозерское княжество) was a Russian principality or duchy, which flourished between the 13th and 15th centuries in the Russian North. In terms of the current administrative division of Russia, the principality was located in the west of Vologda Oblast, around the south of Lake Beloye."
http://dbpedia.org/resource/Principality_of_Bidache,"The Principality of Bidache was from 1570 to 1793 a small feudal state in the south west of modern-day France. The sovereignty of Bidache was proclaimed by Count Antoine de Gramont in 1570. The counts of Gramont had formerly been vassals of the King of Navarre however they had last paid tribute in 1434 and considered themselves relieved of their fealty. The principality maintained de jure sovereignty until 1790 when by royal edict the territory of the principality was declared to be a part of France by Louis XVI. In 1793 the principality was occupied by troops loyal to the First French Republic and the last reigning prince, Antoine VII, was ousted. The royal and noble Gramont dynasty survives to the present day."
http://dbpedia.org/resource/Principality_of_Bitlis,"The Principality of Bitlis, also known as the Bitlis Khanate and the Bitlis Emirate (1182–early 19th century) was a Kurdish principality originated from the Rojaki (or Rozagi) tribal confederation. The Rojaki defeated the Georgian King David the Curopalate and conquered Bitlis and Sasun in the 10th century. The principality occasionally came under the rule of outsiders, such as the Aq Qoyunlu (from 1467 to 1495) and the Safavids (from 1507 to 1514). After the decline of the Aq Qoyunlu, the Rojaki princes asserted their independence. The principality supported the Ottoman Sultan Selim I and its rulers were named Noble Khans in return. In 1531, the Rojaki prince withdrew his support for the Ottomans and turned towards the Safavids instead, an event that lead to the capture of the principality by the Ottomans. A good era for the principality began in 1578, as Sultan Murad III nominated Sharaf al-Din Bitlisi the Emir of the principality. Until 1596, eighteen Rojaki princes ruled the principality. The Rojaki khans maintained their relative independence during the long rivalry between the Ottomans and the Safavids. In 1665, Abdal Khan's status as the Emir of the principality was strengthened after a visit to Bitlis by the Ottoman sultan Murad IV as he supported the Ottomans in their feud with the Safavids. Abdal Khan has been described by the French traveller Jean-Baptiste Tavernier as the most powerful Kurdish prince. According to him, Abdal Khan was independent and did not acknowledge the Safavid or Ottoman states. Evliya Çelebi has praised Abdal Khan as a renaissance prince and owner of a library of books in several languages. Several European travelers noted the ability of the emirate to call in militias (up to 12,000 cavalry forces) in order to defend itself. The autonomy of the principality ended in 1655 as Emir Abdal Khan entered into conflict with the Malik Ahmad Pasha, the Wāli of Van at the time. Abdal Khan was accused of confiscating properties in Bitlis by merchants in Van and an his closeness with the Yazidis. As result, the Ottoman Empire ended its tolerance towards the autonomy of the principality of Bitlis. In the 18th century the rulers of the principality switched frequently due to inter-genetational conflict.Eventually in the early 19th century Bitlis became a part of the Emirate of Muş and the khans lost their position as administrators."
http://dbpedia.org/resource/Principality_of_Brunswick-Wolfenbüttel,"The Principality of Brunswick-Wolfenbüttel (German: Fürstentum Braunschweig-Wolfenbüttel) was a subdivision of the Duchy of Brunswick-Lüneburg, whose history was characterised by numerous divisions and reunifications. It had an area of 3,828 square kilometres in the mid 17th century. Various dynastic lines of the House of Welf ruled Brunswick-Wolfenbüttel until the dissolution of the Holy Roman Empire in 1806. As a result of the Congress of Vienna, its successor state, the Duchy of Brunswick, was created in 1815."
http://dbpedia.org/resource/Principality_of_Bulgaria,"The Principality of Bulgaria (Bulgarian: Княжество България, romanized: Knyazhestvo Balgariya) was a vassal state under the suzerainty of the Ottoman Empire. It was established by the Treaty of Berlin in 1878. After the Russo-Turkish War ended with a Russian victory, the Treaty of San Stefano was signed by Russia and the Ottoman Empire on 3 March 1878. Under this, a large Bulgarian vassal state was agreed to, which was significantly larger: its lands encompassed nearly all ethnic Bulgarians in the Balkans, and included most of Moesia, Thrace and Macedonia, stretching from the Black Sea to the Aegean. However, the United Kingdom and Austria-Hungary were against the establishment of such a large Russian client state in the Balkans, fearing it would shift the balance of power in the Mediterranean. Due to this, the great powers convened and signed the Treaty of Berlin, superseding the Treaty of San Stefano, which never went into effect. This created a much smaller principality, alongside an autonomous Eastern Rumelia within the Ottoman Empire. Although an Ottoman vassal, Bulgaria only acknowledged the authority of the Sublime Porte in a formal way. It had its own Constitution, flag and anthem, and conducted its own foreign policy. In 1885, a bloodless revolution resulted in Eastern Rumelia being de facto annexed by Bulgaria, which the Ottoman Empire accepted with the Tophane Agreement. On 5 October 1908, Bulgaria declared its independence as the Kingdom of Bulgaria."
http://dbpedia.org/resource/Principality_of_Calenberg,"The Principality of Calenberg was a dynastic division of the Welf duchy of Brunswick-Lüneburg established in 1432. Calenberg was ruled by the House of Hanover from 1635 onwards; the princes received the ninth electoral dignity of the Holy Roman Empire in 1692. Their territory became the nucleus of the Electorate of Hanover, ruled in personal union with the Kingdom of Great Britain from 1714 onwards. The principality received its name from Calenberg Castle, a residence of the Brunswick dukes."
http://dbpedia.org/resource/Principality_of_Capua,"The Principality of Capua (Latin: Principatus Capuae or Capue, Italian: Principato di Capua) was a Lombard state centred on Capua in Southern Italy, usually de facto independent, but under the varying suzerainty of Holy Roman and Eastern Roman Empires. It was originally a gastaldate, then a county, within the principality of Salerno."
http://dbpedia.org/resource/Principality_of_Catalonia,"The Principality of Catalonia (Catalan: Principat de Catalunya, Latin: Principatus Cathaloniæ, Occitan: Principat de Catalonha, Spanish: Principado de Cataluña) was a medieval and early modern state in the northeastern Iberian Peninsula. During most of its history it was in dynastic union with the Kingdom of Aragon, constituting together the Crown of Aragon. Between the 13th and the 18th centuries, it was bordered by the Kingdom of Aragon to the west, the Kingdom of Valencia to the south, the Kingdom of France and the feudal lordship of Andorra to the north and by the Mediterranean Sea to the east. The term Principality of Catalonia remained in use until the Second Spanish Republic, when its use declined because of its historical relation to the monarchy. Today, the term Principat (Principality) is used primarily to refer to the autonomous community of Catalonia in Spain, as distinct from the other Catalan Countries, and usually including the historical region of Roussillon in Southern France. The first reference to Catalonia and the Catalans appears in the Liber maiolichinus de gestis Pisanorum illustribus, a Pisan chronicle (written between 1117 and 1125) of the conquest of Majorca by a joint force of Italians, Catalans, and Occitans. At the time, Catalonia did not yet exist as a political entity, though the use of this term seems to acknowledge Catalonia as a cultural or geographical entity. The counties that eventually made up the Principality of Catalonia were gradually unified under the rule of the count of Barcelona. In 1137, the County of Barcelona and the Kingdom of Aragon were unified under a single dynasty, creating what modern historians call the Crown of Aragon; however, Aragon and Catalonia retained their own political structure and legal traditions, developing separate political communities along the next centuries. Under Alfons I the Troubador (reigned 1164–1196), Catalonia was regarded as a legal entity for the first time. Still, the term Principality of Catalonia was not used legally until the 14th century, when it was applied to the territories ruled by the Courts of Catalonia. Its institutional system evolved over the centuries, establishing political bodies analogous to the ones of the other kingdoms of the Crown (such as the Courts, the Generalitat or the Consell de Cent) and legislation (constitutions, derived from the Usages of Barcelona) which largely limited the royal power and secured the political model of . Catalonia contributed to further develop the Crown trade and military, most significantly their navy. Catalan language flourished and expanded as more territories were added to the Crown, including Valencia, the Balearic Islands, Sardinia, Sicily, Naples and Athens, constituting a thalassocracy across the Mediterranean. The crisis of the 14th century, the end of the rule of House of Barcelona (1410) and a civil war (1462–1472) weakened the role of the Principality in Crown and international affairs. The marriage of Ferdinand II of Aragon and Isabella I of Castile in 1469 laid the foundations of the Monarchy of Spain. In 1492 the Spanish colonization of the Americas began, and political power began to shift away towards Castile. Tensions between Catalan institutions and the Monarchy, alongside the peasants' revolts, provoked the Reapers' War (1640–1659). By the Treaty of the Pyrenees the Roussillon was ceded to France. During the War of the Spanish Succession (1701–1714), the Crown of Aragon supported the Archduke Charles of Habsburg. After the surrender of Barcelona in 1714, king Philip V of Bourbon, inspired by the French model, imposed absolutism and a unifying administration across Spain, and enacted the Nueva Planta decrees for every realm of the Crown of Aragon, which suppressed the main Catalan, Aragonese, Valencian and Majorcan political institutions and rights and merged them into the Crown of Castile as provinces. However, the Principality of Catalonia remained as an administrative unit until the establishment of the Spanish provincial division of 1833, which divided Catalonia into four provinces."
http://dbpedia.org/resource/Principality_of_Chaghaniyan,"The Principality of Chaghaniyan, known in Arabic sources as al-Saghaniyan, was a part of the Hephthalite Confederation from the 5th to the 7th century CE. After this, it was ruled by a local, presumably Iranian dynasty, which governed the Chaghaniyan region from the late 7th-century to the early 8th-century CE. These rulers were known by their titles of “Chaghan Khudah” (Middle Iranian; Čagīnīgān Xvaday, meaning “the lord of Chaghaniyan”)."
